id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
1194727156791812101,2019-11-13 21:22:05+00:00,"Trump abused his power by forcing Ukraine to interfere in our elections. Now, he and Republicans in Washington are trying desperately to cover it up. The American people see through this.",Trump abuse power force Ukraine interfere election Republicans Washington try desperately cover american people,2156,<UNK>,<UNK>,TeamPelosi
1194657214344159233,2019-11-13 16:44:10+00:00,Trump asked foreign countries to attack our 2020 elections for his political and personal interest. He used taxpayer money as his leverage. This is 100% wrong. No one in the United States is above the law.,trump ask foreign country attack 2020 election political personal interest taxpayer money leverage wrong United States,9635,<UNK>,<UNK>,TeamPelosi
1194479159231291392,2019-11-13 04:56:38+00:00,House Democrats under my leadership passed legislation to protect Dreamers and immigrants families. It’s long past time for #MoscowMitch to take action! 🗣👇🏻 https://www.pelosiforcongress.org/landing/e191112/,House Democrats leadership pass legislation protect Dreamers immigrant family long past time MoscowMitch action speaking_head::backhand_index_pointing_down_light_skin_tone,391,#MoscowMitch,<UNK>,TeamPelosi
1194469970329120770,2019-11-13 04:20:07+00:00,"I had the privilege of being with Dreamers this morning at the Supreme Court to listen to their stories. With their aspirations, contributions and hope, they make America more American. —NP #HomeIsHere",privilege Dreamers morning Supreme Court listen story aspiration contribution hope America American homeishere,1200,#HomeIsHere,<UNK>,TeamPelosi
1194396195281670144,2019-11-12 23:26:58+00:00,"""I mentioned to her that I couldn’t imagine the amount of pressure she must feel and the challenges she must face as a woman in politics. She replied, 'It is hard, but we must continue standing on the right side of history.'""",mention imagine pressure feel challenge face woman politic reply hard continue stand right history,90,<UNK>,<UNK>,TeamPelosi
1194396194195300353,2019-11-12 23:26:58+00:00,"""Another memorable moment was seeing Speaker of the House of Representatives Nancy Pelosi show up at the steps of the court to show her support. We had a brief conversation as she was leaving. I extended my hand and looked at her in the eyes and thanked her for showing.""",memorable moment see Speaker House Representatives Nancy Pelosi step court support brief conversation leave extend hand look eye thank show,291,<UNK>,<UNK>,TeamPelosi
1194361114940837888,2019-11-12 21:07:34+00:00,"For hard-working young immigrants pursuing a bright future as contributing members of communities across America, #HomeIsHere. Americans agree – we must #ProtectTheDream that lives in their hearts by ending their fear of deportation once and for all.",hard work young immigrant pursue bright future contribute member community America homeishere Americans agree protectthedream live heart end fear deportation,211,#HomeIsHere #ProtectTheDream,<UNK>,TeamPelosi
1194333703574568961,2019-11-12 19:18:39+00:00,Destroying DACA would cause catastrophic damage to hundreds of thousands of families. Tell Republicans: Stop the attacks on immigrant communities; Protect the Dream because #HomeIsHere!👇,destroy DACA cause catastrophic damage hundred thousand family tell Republicans stop attack immigrant community protect Dream HomeIsHere!:backhand_index_pointing_down,411,#HomeIsHere,<UNK>,TeamPelosi
1194332292254179330,2019-11-12 19:13:02+00:00,"Under the leadership of the Congressional Hispanic Caucus and #MadamSpeaker, House Democrats took action earlier this year to protect our Dreamers and immigrant families. It's time for Moscow Mitch and Senate Republicans to #ProtectTheDream. #HomeIsHere",leadership Congressional Hispanic Caucus MadamSpeaker House Democrats take action early year protect dreamer immigrant family time Moscow Mitch Senate Republicans ProtectTheDream HomeIsHere,1359,#MadamSpeaker #ProtectTheDream #HomeIsHere,<UNK>,TeamPelosi
1194329098199425027,2019-11-12 19:00:21+00:00,"It has been over 7 years since President Obama implemented DACA. Since then, Republicans have launched relentless assaults, trying to destroy the program and the many benefits it provides. We must #ProtectTheDream because #HomeIsHere for our Dreamers and their families.",year President Obama implement DACA Republicans launch relentless assault try destroy program benefit provide protectthedream homeishere Dreamers family,592,#ProtectTheDream #HomeIsHere,<UNK>,TeamPelosi
1194312458036486144,2019-11-12 17:54:13+00:00,"FACT: an overwhelming 83% of Americans support #DACA. For our Dreamers and immigrant families who are our friends, neighbors and colleagues, #HomeIsHere!",fact overwhelming Americans support DACA dreamer immigrant family friend neighbor colleague homeishere,1176,#DACA #HomeIsHere,<UNK>,TeamPelosi
1194290815780229122,2019-11-12 16:28:13+00:00,😍💪,smiling_face_with_heart eyes::flexed_biceps,6,<UNK>,<UNK>,TeamPelosi
1194273123585138688,2019-11-12 15:17:55+00:00,Hard-working young immigrants are American in every way that matters most and their #HomeIsHere. They love our country and are already a big part of what makes and will keep America great. To #ProtectTheDream is to honor our American values &amp; our history. https://www.pelosiforcongress.org/landing/e191112/,hard work young immigrant american matter homeishere love country make America great protectthedream honor american value history,1264,#HomeIsHere #ProtectTheDream,<UNK>,TeamPelosi
1194038329555197952,2019-11-11 23:44:56+00:00,To the millions of courageous women and men in uniform who have served our country protecting our freedom and democracy: we thank you for your heroism. #VeteransDay,million courageous woman uniform serve country protect freedom democracy thank heroism VeteransDay,462,#VeteransDay,<UNK>,TeamPelosi
1192826076264841217,2019-11-08 15:27:52+00:00,McConnell is standing in the way of the progress Americans need. We can send him packing in 2020 — but only with strong grassroots support. Chip in to defeat McConnell and Republicans next year. 👇,McConnell stand progress Americans need send pack 2020 strong grassroots support chip defeat McConnell Republicans year backhand_index_pointing_down,312,<UNK>,<UNK>,TeamPelosi
1192826074381594625,2019-11-08 15:27:52+00:00,"Republicans LOST the governorship in Kentucky, but Trump still insists that Mitch McConnell will “win BIG” next year. Not on our watch.",Republicans lose governorship Kentucky Trump insist Mitch McConnell year watch,939,<UNK>,<UNK>,TeamPelosi
1191025068295503873,2019-11-03 16:11:19+00:00,Republicans' fixation on obliterating the Affordable Care Act is threatening our health care & the protections of 130 million people w/ pre-existing conditions. We'll continue fighting against the assaults & deliver on our promise to lower health care & prescription drug costs.,Republicans fixation obliterate Affordable Care threaten health care protection million people existing condition continue fight assault deliver promise lower health care prescription drug cost,2115,<UNK>,<UNK>,TeamPelosi
1190686738290806784,2019-11-02 17:46:54+00:00,"Our agenda #ForThePeople that won us the 2018 election continues. We will keep fighting to lower drug costs, increase paychecks by investing in infrastructure and root out the culture of corruption and abuse of power.",agenda ForThePeople 2018 election continue fight low drug cost increase paycheck invest infrastructure root culture corruption abuse power,1971,#ForThePeople,<UNK>,TeamPelosi
1190347490907832320,2019-11-01 19:18:52+00:00,❗SURPRISE STOREWIDE DISCOUNT❗ We’re offering a surprise discount at our Official Online Store. Use the code ‘SPEAKER2020’ &amp; claim yours now!,exclamation_mark SURPRISE STOREWIDE discount exclamation_mark offer surprise discount Official Online Store code SPEAKER2020 claim,154,<UNK>,<UNK>,TeamPelosi
