id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
1148559446030921728,2019-07-09 11:48:05+00:00,"....and they are both only getting bigger, better and stronger.....Thank you, Mr. President!",get big well strong thank President,11162,<UNK>,<UNK>,realDonaldTrump
1148559443845668864,2019-07-09 11:48:05+00:00,"...handled. I told @theresa_may how to do that deal, but she went her own foolish way-was unable to get it done. A disaster! I don’t know the Ambassador but have been told he is a pompous fool. Tell him the USA now has the best Economy &amp; Military anywhere in the World, by far...",handle tell @theresa_may deal go foolish unable disaster know Ambassador tell pompous fool tell good Economy military World,12564,<UNK>,@theresa_may,realDonaldTrump
1148559442885185536,2019-07-09 11:48:05+00:00,"The wacky Ambassador that the U.K. foisted upon the United States is not someone we are thrilled with, a very stupid guy. He should speak to his country, and Prime Minister May, about their failed Brexit negotiation, and not be upset with my criticism of how badly it was...",wacky Ambassador U.K. foist United States thrill stupid speak country Prime Minister fail Brexit negotiation upset criticism badly,18210,<UNK>,<UNK>,realDonaldTrump
1148548684424056832,2019-07-09 11:05:20+00:00,"Very good numbers on the economy. Much potential for growth. Trade deals being negotiated or being set up for negotiation. We have been treated very unfairly (to put it mildly) by other countries for many years, but that is changing!",good number economy potential growth trade deal negotiate negotiation treat unfairly mildly country year change,13195,<UNK>,<UNK>,realDonaldTrump
1148366872368287745,2019-07-08 23:02:52+00:00,Spoke to @GOPLeader Kevin McCarthy about the earthquakes in California and informed him that we will be working very closely on emergency funding. Also spoke to Governor @GavinNewsom - all working together!,speak @gopleader Kevin McCarthy earthquake California inform work closely emergency funding speak Governor @GavinNewsom work,10917,<UNK>,@GOPLeader @GavinNewsom,realDonaldTrump
1148298497189392384,2019-07-08 18:31:10+00:00,"....thought of within the U.S. We will no longer deal with him. The good news for the wonderful United Kingdom is that they will soon have a new Prime Minister. While I thoroughly enjoyed the magnificent State Visit last month, it was the Queen who I was most impressed with!",think U.S. long deal good news wonderful United Kingdom soon Prime Minister thoroughly enjoy magnificent State visit month Queen impressed,18509,<UNK>,<UNK>,realDonaldTrump
1148298496140820480,2019-07-08 18:31:10+00:00,"I have been very critical about the way the U.K. and Prime Minister Theresa May handled Brexit. What a mess she and her representatives have created. I told her how it should be done, but she decided to go another way. I do not know the Ambassador, but he is not liked or well....",critical U.K. Prime Minister Theresa handle Brexit mess representative create tell decide know Ambassador like,22341,<UNK>,<UNK>,realDonaldTrump
1148270600407924736,2019-07-08 16:40:19+00:00,"Brilliant Constitutional Lawyer, Dr. John Eastman, said the Special Prosecutor (Mueller) should have NEVER been appointed in the first place. The entire exercise was fundamentally illegal. The Witch Hunt should never happen to another President of the U.S. again. A TOTAL SCAM!",Brilliant Constitutional Lawyer John Eastman say Special Prosecutor Mueller appoint place entire exercise fundamentally illegal Witch Hunt happen President U.S. total SCAM,23530,<UNK>,<UNK>,realDonaldTrump
1148239614408372224,2019-07-08 14:37:11+00:00,Thank you Ari!,thank,11259,<UNK>,<UNK>,realDonaldTrump
1148237067526254600,2019-07-08 14:27:04+00:00,A massive crowd that Fake News & some Dems didn’t want to Report!,massive crowd Fake News Dems want report,16972,<UNK>,<UNK>,realDonaldTrump
