id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
1163927635166056448,2019-08-20 21:35:47+00:00,"On many issues, we are divided, but comprehensive background checks are supported by 97 percent of Americans. President Trump is a coward whose failure to act threatens public safety.",issue divide comprehensive background check support percent Americans President Trump coward failure threaten public safety,937,<UNK>,<UNK>,SenSanders
1163905035249553413,2019-08-20 20:05:59+00:00,"The business model of Wells Fargo is fraud. Yet how many people at Wells Fargo are going to jail? Zero. But if you smoke marijuana in this country, you get a criminal record. That is unacceptable.",business model Wells Fargo fraud people Wells Fargo go jail zero smoke marijuana country criminal record unacceptable,1523,<UNK>,<UNK>,SenSanders
1163838219282190336,2019-08-20 15:40:29+00:00,"We still can't import medicine from Canada at a fraction of the price. My bill, the Affordable and Safe Prescription Drug Importation Act, ends this absurdity. We can lower drug prices and save lives. Does @realDonaldTrump have the guts to stand up to Big Pharma’s greed?",import medicine Canada fraction price bill affordable Safe Prescription Drug Importation end absurdity lower drug price save life @realDonaldTrump gut stand Pharma greed,986,<UNK>,@realDonaldTrump,SenSanders
1163627134113333248,2019-08-20 01:41:42+00:00,"CEOs of billion-dollar companies say they want to invest in their workers and communities. Good. I have a few ideas for them: ✅ Provide a living wage of at least $15 an hour ✅ Stop union-busting and outsourcing jobs ✅ Pay your taxes, don't evade them",ceo billion dollar company want invest worker community good idea white_heavy_check_mark provide living wage hour white_heavy_check_mark stop union busting outsource job white_heavy_check_mark taxis evade,1564,<UNK>,<UNK>,SenSanders
1163579643112448002,2019-08-19 22:32:59+00:00,Trump and the Republicans' latest attack on women's rights is this gag rule on health providers. Their goal is to overturn Roe v. Wade. We will not let them win. We must fight together until a woman’s constitutional right to abortion is truly secure.,trump Republicans late attack woman right rule health provider goal overturn Wade fight woman constitutional right abortion truly secure,1269,<UNK>,<UNK>,SenSanders
1163473368747843584,2019-08-19 15:30:42+00:00,The millennial generation was told that the only way they would get good jobs is if they received a college education. That turned out to be dead wrong. Wages for the average college graduate have stagnated. It's time to hit the reset button. Here's how:,millennial generation tell good job receive college education turn dead wrong wage average college graduate stagnate time reset button,1002,<UNK>,<UNK>,SenSanders
1163471040410005504,2019-08-19 15:21:26+00:00,"Together, we will cancel all student debt. And we're going to make Wall Street speculators pay for every nickel of it.",cancel student debt go Wall Street speculator nickel,2207,<UNK>,<UNK>,SenSanders
1163449144259895297,2019-08-19 13:54:26+00:00,"Whether America's climate-action plan is 1,000 pages long or two pages long, at the end of the day, we all know what it’s about. It’s about building the political power to tell the fossil fuel industry: Sorry, you cannot continue to destroy the planet for short-term profits.","America climate action plan 1,000 page long page long know build political power tell fossil fuel industry sorry continue destroy planet short term profit",845,<UNK>,<UNK>,SenSanders
1163198885873016833,2019-08-18 21:20:00+00:00,"Billionaires and huge corporations should not be allowed to use loopholes and tax havens to avoid paying their fair share. At a time of massive global inequality the very wealthy should be paying more in taxes, not less.",billionaire huge corporation allow loophole haven avoid pay fair share time massive global inequality wealthy pay taxis,1957,<UNK>,<UNK>,SenSanders
1163150983976968192,2019-08-18 18:09:39+00:00,"Some say we can't afford tuition-free public college. Let me get this straight: 40 years ago, in an economy with half the income per person, some of the best public schools were essentially free. But guaranteeing college for all is so ""radical"" that we can't afford it today?",afford tuition free public college straight year economy half income person good public school essentially free guarantee college radical afford today,4279,<UNK>,<UNK>,SenSanders
