id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
1294421041788456962,2020-08-14 23:50:00+00:00,We’ve got to protect and expand Social Security — I’ll get it done as President.,protect expand Social Security President,5265,<UNK>,<UNK>,JoeBiden
1294400909640900608,2020-08-14 22:30:00+00:00,"I know just how important Social Security is for countless Americans. That's why as president, I'll protect and strengthen it — not defund it.",know important Social Security countless Americans president protect strengthen defund,16777,<UNK>,<UNK>,JoeBiden
1294382034899677184,2020-08-14 21:15:00+00:00,"This afternoon, @KamalaHarris and I filled out our paperwork to get on the ballot in November. Now, we're counting on you to do your part to make sure you're set to vote. Get registered today: http://IWillVote.com",afternoon @KamalaHarris fill paperwork ballot November count sure vote register today,8156,<UNK>,@KamalaHarris,JoeBiden
1294374485093543936,2020-08-14 20:45:00+00:00,"The fate of Social Security is on the ballot in November. As President, I will never, ever defund Social Security. I’ll strengthen it. Anything less is a failure of a president’s most important duty: to care for the American people.",fate Social Security ballot November President defund Social Security strengthen failure president important duty care american people,5672,<UNK>,<UNK>,JoeBiden
1294350074399449089,2020-08-14 19:08:00+00:00,"People are losing their homes. Millions have already lost their paychecks. Our country is in crisis. The virus isn’t taking a break — Republicans shouldn’t either. The House did their job. President Trump, bring the Senate back and pass a relief bill. Now.",People lose home million lose paycheck country crisis virus take break republican House President Trump bring Senate pass relief bill,16236,<UNK>,<UNK>,JoeBiden
1294336737012068355,2020-08-14 18:15:00+00:00,What kind of president tries to defund Social Security during an economic crisis?,kind president try defund Social Security economic crisis,9347,<UNK>,<UNK>,JoeBiden
1294323650254868481,2020-08-14 17:23:00+00:00,"Voting by mail is safe and secure. And don't take my word for it: Take it from the President, who just requested his mail-in ballot for the Florida primary on Tuesday.",voting mail safe secure word President request mail ballot Florida primary Tuesday,67129,<UNK>,<UNK>,JoeBiden
1294297729678495744,2020-08-14 15:40:00+00:00,"Today marks 85 years since the Social Security Act was signed into law, providing protection for the most vulnerable. Now we’re living in a moment where we must strengthen our commitment to Social Security — not defund it.",today mark year Social Security sign provide protection vulnerable live moment strengthen commitment Social Security defund,12768,<UNK>,<UNK>,JoeBiden
1294280868605956098,2020-08-14 14:33:00+00:00,The choice we make this November will decide the future of America. I have no doubt @KamalaHarris is the right partner to join me to lead our nation through this moment.,choice November decide future America doubt @KamalaHarris right partner join lead nation moment,4894,<UNK>,@KamalaHarris,JoeBiden
1294067462279843840,2020-08-14 00:25:00+00:00,82 days.,day,14542,<UNK>,<UNK>,JoeBiden
1294057395887333376,2020-08-13 23:45:00+00:00,".@KamalaHarris is going to stand with me in this campaign — and all of us are going to stand up for her. Together, we're going to make history.",.@KamalaHarris go stand campaign go stand go history,9083,<UNK>,@KamalaHarris,JoeBiden
1294041792858529798,2020-08-13 22:43:00+00:00,"There’s no better partner than @KamalaHarris to help me beat Donald Trump, but we can’t do it without your help. Chip in today to help us win in November:",well partner @KamalaHarris help beat Donald Trump help chip today help November,3585,<UNK>,@KamalaHarris,JoeBiden
1294027196877508610,2020-08-13 21:45:00+00:00,The hard truth is Black women still only get paid 62 cents for every dollar white men make. It's unacceptable. My administration will work to close the pay gap for Black women and create an economy where everyone gets a fair return for their work. #BlackWomensEqualPayDay,hard truth black woman pay cent dollar white unacceptable administration work close black woman create economy get fair return work BlackWomensEqualPayDay,5952,#BlackWomensEqualPayDay,<UNK>,JoeBiden
1293998759320444935,2020-08-13 19:52:00+00:00,I know @KamalaHarris will work every single day to make life better for all Americans and build this nation back better than before.,know @KamalaHarris work single life well Americans build nation well,4862,<UNK>,@KamalaHarris,JoeBiden
1293970573559599105,2020-08-13 18:00:00+00:00,"I first met @KamalaHarris through my son Beau. They grew close while fighting to take on the big banks — and he had enormous respect for her and her work. There is no one’s opinion I valued more than Beau’s, and I’m proud to have Kamala standing with me on this campaign.",@KamalaHarris Beau grow close fight bank enormous respect work opinion value Beau proud Kamala stand campaign,9478,<UNK>,@KamalaHarris,JoeBiden
1293957487436140549,2020-08-13 17:08:00+00:00,.@DrBiden and I are keeping the people of Iowa and everyone impacted by Monday's derecho in our prayers. We've got to make sure Iowans and those across the midwest get the relief they need for a quick and full recovery.,.@DrBiden keep people Iowa impact Monday derecho prayer sure Iowans midw relief need quick recovery,3609,<UNK>,@DrBiden,JoeBiden
1293936600552939520,2020-08-13 15:45:00+00:00,"When I was making my decision, I knew I needed someone who’s ready to help lead the nation on day one. @KamalaHarris is that person.",make decision know need ready help lead nation @KamalaHarris person,6044,<UNK>,@KamalaHarris,JoeBiden
1293910176026763264,2020-08-13 14:00:00+00:00,We are in a battle for the soul of this nation. And if we're going to get through these crises — we need to come together and unite for a better America. @KamalaHarris gets that — and I believe there's no better person to help me get the job done.,battle soul nation go crisis need come unite well America @KamalaHarris get believe well person help,13115,<UNK>,@KamalaHarris,JoeBiden
1293735273201770496,2020-08-13 02:25:00+00:00,"When I called @KamalaHarris yesterday to ask her to be my running mate, I wanted to make sure Jill and Doug got to say hello. You’re honorary Bidens now!",call @KamalaHarris yesterday running mate want sure Jill Doug hello honorary biden,13253,<UNK>,@KamalaHarris,JoeBiden
1293690095762104320,2020-08-12 23:25:29+00:00,Heather Heyer was a brave young woman who saw what was happening in her hometown of Charlottesville and decided to fight against it. Let us honor her memory by continuing to stand against hate.,Heather Heyer brave young woman happen hometown Charlottesville decide fight honor memory continue stand hate,6958,<UNK>,<UNK>,JoeBiden
1293690094554099713,2020-08-12 23:25:28+00:00,"Three years ago today, white supremacists descended on Charlottesville with torches in hand and hate in their hearts. Our president said they were ""very fine people."" It was clear then, and it's clear now: We are in a battle for the soul of our nation, and we must win.",year today white supremacist descend Charlottesville torch hand hate heart president say fine people clear clear battle soul nation,21514,<UNK>,<UNK>,JoeBiden
1293666570523168769,2020-08-12 21:52:00+00:00,"Let's get to work, @KamalaHarris.",work @kamalaharris,35921,<UNK>,@KamalaHarris,JoeBiden
1293659775796776961,2020-08-12 21:25:00+00:00,One of the reasons I chose @KamalaHarris is because we both believe you can define America in one simple word — possibilities.,reason choose @KamalaHarris believe define America simple word possibility,15155,<UNK>,@KamalaHarris,JoeBiden
1293658014197710850,2020-08-12 21:18:00+00:00,"If you’re worried about whether you’ll have a job, worried about the poisons in the air you breathe and water you drink, worried about your civil rights or even your basic dignity being under attack—@KamalaHarris has had your back. Now, we have to have hers.",worried worry poison breathe water drink worried civil right basic dignity attack—@KamalaHarris,11895,<UNK>,@KamalaHarris,JoeBiden
1293657007522811912,2020-08-12 21:14:00+00:00,Working families need someone on their side...because they certainly don’t have anyone on their side with this president. That’s going to change in the Biden-Harris administration.,work family need certainly president go change Biden Harris administration,5538,<UNK>,<UNK>,JoeBiden
1293654742820777984,2020-08-12 21:05:00+00:00,"This morning, little girls woke up across this nation — especially Black and Brown girls who so often may feel overlooked and undervalued in our society — potentially seeing themselves in a new way: As the stuff of Presidents and Vice Presidents.",morning little girl wake nation especially black brown girl feel overlooked undervalue society potentially see stuff Presidents Vice Presidents,24656,<UNK>,<UNK>,JoeBiden
1293653486454833156,2020-08-12 21:00:00+00:00,"We’ve all watched @KamalaHarris in the Senate go toe-to-toe with Trump officials trying to hide the truth, asking the tough questions that need to be asked — and not stopping until she gets an answer. She’s ready to do this job.",watch @KamalaHarris Senate trump official try hide truth ask tough question need ask stop get answer ready,7713,<UNK>,@KamalaHarris,JoeBiden
