,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
621,1264632385691410433,2020-05-24 19:00:31+00:00,"We’re in the middle of a global pandemic, and the Trump Administration is trying to prevent people from getting health care.",middle global pandemic Trump Administration try prevent people get health care,12641,<UNK>,<UNK>,JoeBiden
622,1264600798865944577,2020-05-24 16:55:00+00:00,"Folks write letters to me asking all kinds of questions, but Jack's question on my favorite ice cream flavor might be the best one yet. Here’s what I told him: https://joe.link/36qS0Qt",folk write letter ask kind question Jack question favorite cream flavor good tell,4875,<UNK>,<UNK>,JoeBiden
623,1264558017321644032,2020-05-24 14:05:00+00:00,Make no mistake: I believe our best days still lie ahead. We can and will transform this nation — together.,mistake believe good day ahead transform nation,14818,<UNK>,<UNK>,JoeBiden
624,1264374557860716544,2020-05-24 01:56:00+00:00,"Nearly 100,000 lives have been lost, and tens of millions are out of work. Meanwhile, the president spent his day golfing.","nearly 100,000 life lose ten million work president spend golf",86313,<UNK>,<UNK>,JoeBiden
625,1264364239885676544,2020-05-24 01:15:00+00:00,"As Ramadan draws to an end, @DrBiden and I want to wish a safe and warm celebration to our Muslim friends and neighbors. Even though we can't be all together to celebrate, we hope it is filled with joy, family, and success for the year to come. #EidMubarak",Ramadan draw @DrBiden want wish safe warm celebration muslim friend neighbor celebrate hope fill family success year come EidMubarak,4632,#EidMubarak,@DrBiden,JoeBiden
626,1264318941620350976,2020-05-23 22:15:00+00:00,Donald Trump has failed to live up to our trust and treaty obligations to Native Americans. It’s unacceptable. I’ll make meaningful investments in Indian Country — including increasing funding for Indian Health Services and making that funding mandatory.,Donald Trump fail live trust treaty obligation Native Americans unacceptable meaningful investment Indian Country include increase funding Indian Health Services make funding mandatory,5931,<UNK>,<UNK>,JoeBiden
627,1264291259054768128,2020-05-23 20:25:00+00:00,We can protect the sacred right to vote and protect public health at the same time.,protect sacred right vote protect public health time,13317,<UNK>,<UNK>,JoeBiden
628,1264264835036000257,2020-05-23 18:40:00+00:00,"The hard truth is Donald Trump ignored the warnings of health experts and intelligence agencies, downplayed the threat COVID-19 posed, and failed to take the action needed to combat the outbreak. It’s one of the greatest failures of presidential leadership in our history.",hard truth Donald Trump ignore warning health expert intelligence agency downplay threat COVID-19 pose fail action need combat outbreak great failure presidential leadership history,20223,<UNK>,<UNK>,JoeBiden
629,1264232120425123841,2020-05-23 16:30:00+00:00,"36,000 Americans could be alive today if President Trump had acted sooner. Let's put that into perspective:","36,000 Americans alive today President Trump act soon perspective",11953,<UNK>,<UNK>,JoeBiden
630,1264198145988104192,2020-05-23 14:15:00+00:00,"We're in the midst of the worst economic crisis in our lifetime, and Senate Republicans continue to delay relief for the American people saying, ""I don’t see the need right now."" Unbelievable. We've got to take back the Senate this November.",midst bad economic crisis lifetime Senate Republicans continue delay relief american people say need right unbelievable Senate November,12700,<UNK>,<UNK>,JoeBiden
631,1264005770422738947,2020-05-23 01:30:34+00:00,Adi is an incredible young advocate for the transgender community. He also graduated high school today. We wanted to say congrats...with a couple friends!,incredible young advocate transgender community graduate high school today want congrat couple friend,3516,<UNK>,<UNK>,JoeBiden
632,1263970782889287680,2020-05-22 23:11:32+00:00,Chip in to help make it happen: https://joe.link/2zpx0xj,chip help happen,1875,<UNK>,<UNK>,JoeBiden
633,1263963348405678080,2020-05-22 22:42:00+00:00,No worker’s life is worth getting a cheaper hamburger. Period.,worker life worth get cheap hamburger period,3349,<UNK>,<UNK>,JoeBiden
634,1263944725624578048,2020-05-22 21:28:00+00:00,Think of how many small businesses could have been helped with the $47 million that went to private jet companies owned by wealthy Trump donors. It’s ridiculous. We need a president who puts hardworking Americans ahead of the wealthy and well-connected.,think small business help million go private company own wealthy trump donor ridiculous need president put hardworke Americans ahead wealthy connect,12090,<UNK>,<UNK>,JoeBiden
635,1263917546748514304,2020-05-22 19:40:00+00:00,"We will get through this, and we will come out stronger. I promise.",come stronger promise,2734,<UNK>,<UNK>,JoeBiden
636,1263907481216057346,2020-05-22 19:00:00+00:00,"In announcing the intent to withdraw from the Open Skies Treaty, President Trump has doubled down on his short-sighted policy of going it alone and abandoning American leadership.",announce intent withdraw Open Skies Treaty President Trump double short sighted policy go abandon american leadership,4555,<UNK>,<UNK>,JoeBiden
