,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
1301,1166375106874093568,2019-08-27 15:41:10+00:00,Socialist Bernie Sanders rolled out his plan for a Green New Deal and he wants $16.3 TRILLION in tax dollars to do it. That’s four times the size of the entire federal budget. On average it would cost more than $100k per every American to implement. #AmericansCantAffordBernie,Socialist Bernie Sanders roll plan Green Deal want 16.3 TRILLION dollar time size entire federal budget average cost 100k American implement americanscantaffordbernie,1327,#AmericansCantAffordBernie,<UNK>,NikkiHaley
1302,1166365090477740032,2019-08-27 15:01:22+00:00,"Iran sanctions Mark Dubowitz CEO & his think tank @FDD for what it calls ""US economic terrorism” for exposing the regime’s human rights violations &amp; support for terrorism. Another sign of how desperate the Iranian leaders are that they would threaten to harm American scholars.",Iran sanction Mark Dubowitz think tank @FDD call economic terrorism expose regime human right violation support terrorism sign desperate iranian leader threaten harm american scholar,749,<UNK>,@FDD,NikkiHaley
1303,1166130899114778624,2019-08-26 23:30:46+00:00,Happy #NationalDogDay to this sweet boy and all the sweet pups out there ❤️🐾 #Bentley,happy nationaldogday sweet sweet pup red_heart_selector::paw_print Bentley,208,#NationalDogDay #Bentley,<UNK>,NikkiHaley
1304,1165991854715760640,2019-08-26 14:18:15+00:00,Why China is a concern and the growing threats the US should keep in mind when negotiating with them.,China concern grow threat mind negotiate,1175,<UNK>,<UNK>,NikkiHaley
1305,1165676843372044288,2019-08-25 17:26:31+00:00,This is completely disrespectful to @realDonaldTrump and the other leaders at the G7. Iran supports terrorism at every turn and continues to pursue “Death to America”. Manipulative of Macron to do this and very insincere. #NotWhatFriendsDo,completely disrespectful @realDonaldTrump leader Iran support terrorism turn continue pursue death America Manipulative Macron insincere notwhatfriendsdo,8254,#NotWhatFriendsDo,@realDonaldTrump,NikkiHaley
1306,1165630543968591872,2019-08-25 14:22:32+00:00,Happy Anniversary! ❤️🥂🎉,happy anniversary red_heart_selector::clinking_glasses::party_popper,5,<UNK>,<UNK>,NikkiHaley
1307,1165327446377455618,2019-08-24 18:18:08+00:00,Great to see 2018 added to the stadium! Go Tigers! #NationalChampionsTimes3 @ClemsonFB,great 2018 add stadium Tigers nationalchampionstimes3 @ClemsonFB,72,#NationalChampionsTimes3,@ClemsonFB,NikkiHaley
1308,1165275951791521796,2019-08-24 14:53:31+00:00,"When asked by National Review what experience, sight, or sound I associate with America. Here’s mine. What’s yours? ❤️🇺🇸 @NRO",ask National Review experience sight sound associate America red_heart_selector::united_state @NRO,849,<UNK>,@NRO,NikkiHaley
1309,1165272985172893696,2019-08-24 14:41:44+00:00,Can’t Fight This Feeling...hands down.,fight feeling hand,20,<UNK>,<UNK>,NikkiHaley
1310,1165000972470558720,2019-08-23 20:40:51+00:00,Happy Friday from Bentley! 💙🐾 #ShowingOffHisNewCut,Happy Friday Bentley blue_heart::paw_print showingoffhisnewcut,74,#ShowingOffHisNewCut,<UNK>,NikkiHaley
1311,1164875088736477185,2019-08-23 12:20:38+00:00,Doesn’t get much sweeter than this...❤️🇺🇸,sweet :red_heart_selector::United_States,1086,<UNK>,<UNK>,NikkiHaley
1312,1164873872325447680,2019-08-23 12:15:48+00:00,@TankSchottle Have a very happy birthday! Enjoy your dance party and know we are all so proud of you. This next year will be your best yet! ❤️🎉🕺🏼,@TankSchottle happy birthday enjoy dance party know proud year good red_heart_selector::party_popper::man_dancing_medium light_skin_tone,6,<UNK>,@TankSchottle,NikkiHaley
1313,1164868797729333249,2019-08-23 11:55:38+00:00,Socialism. Free healthcare. Free college for everyone. Think you want it? Be careful what you ask for. 🇺🇸,socialism free healthcare free college think want careful united_state,5721,<UNK>,<UNK>,NikkiHaley
1314,1164602237986967552,2019-08-22 18:16:25+00:00,Happy Birthday @TGowdySC! 🎉,happy birthday @TGowdySC party_popper,148,<UNK>,@TGowdySC,NikkiHaley
1315,1164596626838757376,2019-08-22 17:54:07+00:00,China & Russia demand a UN Security Council meeting on US ballistic missile testing. The meetings that should be called are on Russia’s silence and lack of info on its nuclear explosion & on China’s treatment of Hong Kong protestors and the confinement of 3 million Uighers.,China Russia demand Security Council meeting ballistic missile testing meeting call Russia silence lack info nuclear explosion China treatment Hong Kong protestor confinement million Uighers,1049,<UNK>,<UNK>,NikkiHaley
1316,1164575711098789894,2019-08-22 16:31:00+00:00,"Student debt will reach $1.5 trillion, students shouldn’t be pushed to go to college necessarily but encouraged to learn a skill at a trade school. Less time, less debt, more income earned. We saw great success with this in South Carolina. ❤️🇺🇸",student debt reach trillion student push college necessarily encourage learn skill trade school time debt income earn great success South Carolina red_heart_selector::united_states,4770,<UNK>,<UNK>,NikkiHaley
1317,1164267307138453504,2019-08-21 20:05:31+00:00,Enough of the false rumors. Vice President Pence has been a dear friend of mine for years. He has been a loyal and trustworthy VP to the President. He has my complete support. ❤️🇺🇸,false rumor Vice President Pence dear friend year loyal trustworthy President complete support red_heart_selector::united_state,3557,<UNK>,<UNK>,NikkiHaley
1318,1164198292403687424,2019-08-21 15:31:17+00:00,So proud of you and all you are doing to put words to action. @baltimoresun hope you will support this young man in his efforts to support the people of Baltimore. ❤️🇺🇸,proud word action @baltimoresun hope support young effort support people Baltimore red_heart_selector::united_states,2938,<UNK>,@baltimoresun,NikkiHaley
1319,1163943574297370624,2019-08-20 22:39:07+00:00,We’re coming to hang out with some friends in Houston. Hope to see you there! https://www.eventbrite.com/e/crenshaw-houston-youth-summit-2019-tickets-67040697531,come hang friend Houston hope,76,<UNK>,<UNK>,NikkiHaley
1320,1163884721450831872,2019-08-20 18:45:16+00:00,"On the new $15 minimum wage, businesses in NYC are feeling the consequences which will eventually be felt by the workers. #WhenRealityKicksIn",minimum wage business feel consequence eventually feel worker whenrealitykicksin,567,#WhenRealityKicksIn,<UNK>,NikkiHaley
1321,1163840096971313152,2019-08-20 15:47:56+00:00,Made my morning! Thanks @axios for sharing this today! Go Tigers! @ClemsonFB #AllIn,morning thank @axios share today Tigers @ClemsonFB allin,24,#AllIn,@axios @ClemsonFB,NikkiHaley
1322,1163833863988117505,2019-08-20 15:23:10+00:00,"We had a great day campaigning with @corygardner! A senator who has fought for tax cuts, job growth, judicial appointments, and the people of Colorado. RE-elect Cory Gardner for Senate 🇺🇸",great campaign @corygardner senator fight cut growth judicial appointment people Colorado elect Cory Gardner Senate United_States,133,<UNK>,@CoryGardner,NikkiHaley
1323,1163149096267464709,2019-08-18 18:02:09+00:00,He was rebelling. 😂,rebel face_with_tears_of_joy,2,<UNK>,<UNK>,NikkiHaley
1324,1163139566620094464,2019-08-18 17:24:17+00:00,Denver here we come! ❤️🇺🇸,Denver come red_heart_selector::united_states,157,<UNK>,<UNK>,NikkiHaley
1325,1163079071565254657,2019-08-18 13:23:54+00:00,Is it time for college football yet? We are ready! Go Tigers! #GoTigers @ClemsonFB,time college football ready Tigers GoTigers @ClemsonFB,62,#GoTigers,@ClemsonFB,NikkiHaley
1326,1162830182123823105,2019-08-17 20:54:54+00:00,Because any day on the water is a good day... #BeautifulDayInNYC 🍎 #HappySaturday,water good beautifuldayinnyc red_apple HappySaturday,80,#BeautifulDayInNYC #HappySaturday,<UNK>,NikkiHaley
1327,1162763748123262977,2019-08-17 16:30:55+00:00,"We thank these men and women for protecting us but what are we doing to protect them? The PTSD, anxiety, and depression they deal with is real. ❤️🇺🇸",thank woman protect protect ptsd anxiety depression deal real red_heart_selector::united_state,1341,<UNK>,<UNK>,NikkiHaley
1328,1162363243232411648,2019-08-16 13:59:27+00:00,Thank you. It is privately funded and works to help the most challenged areas in South Carolina. All of which are public schools.,thank privately funded work help challenge area South Carolina public school,2,<UNK>,<UNK>,NikkiHaley
1329,1162359068528394240,2019-08-16 13:42:52+00:00,"We are very proud of our teachers like Mr. Collins. Every child has the ability to succeed if given the support for success. The Original Six foundation works hard to let every child know that we believe in them. To find out more, please go to http://www.originalsixfoundation.org/",proud teacher like Collins child ability succeed give support success Original foundation work hard child know believe find,79,<UNK>,<UNK>,NikkiHaley
1330,1162353431174164483,2019-08-16 13:20:28+00:00,A fun throwback song going into this weekend. Happy Friday! Enjoy! #MusicMakesLifeBetter,throwback song go weekend Happy Friday enjoy MusicMakesLifeBetter,33,#MusicMakesLifeBetter,<UNK>,NikkiHaley
1331,1161706111046754313,2019-08-14 18:28:14+00:00,"The eyes of the world see that the people of Hong Kong are not terrorists. They are freedom fighters. To the people of Hong Kong, we are praying for your safety and believe that democracy is worth fighting for. We hear you and we stand with you! 🇺🇸 #FreedomForHongKong",eye world people Hong Kong terrorist freedom fighter people Hong Kong pray safety believe democracy worth fight hear stand united_state FreedomForHongKong,2204,#FreedomForHongKong,<UNK>,NikkiHaley
1332,1161626183714463745,2019-08-14 13:10:38+00:00,#TeamHaley reunions are my favorite❤️ So proud of you!,TeamHaley reunion favorite red_heart_selector proud,31,#TeamHaley,<UNK>,NikkiHaley
1333,1161402853539438592,2019-08-13 22:23:12+00:00,Have a great year. We are so proud of you and look forward to your success! ❤️🇺🇸,great year proud look forward success red_heart_selector::united_states,43,<UNK>,<UNK>,NikkiHaley
